Fid  | Fname                                    | Fgroup           | Fcalorie  | Fcarb    | Fprotein | Ffat     | Fsodium   | Ffiber  | 1 | Fserving   | 10
5246 | Puddings Lemon Dry Mix Regular           | Sweets           |    308.55 |    78.03 |     0.09 |     0.42 |     430.1 |    0.09 | 1 | 1 package  | 10
5247 | Puddings Rice Dry Mix                    | Sweets           |    398.56 |    96.67 |     2.86 |     0.11 |    387.96 |    0.74 | 1 | 1 package  | 10
5248 | Puddings Rice Ready-To-Eat               | Sweets           |    122.04 |    20.78 |     3.65 |     2.43 |    109.61 |    0.34 | 1 | 1 serving  | 10
5249 | Puddings Tapioca Dry Mix                 | Sweets           |    339.48 |    86.76 |     0.09 |     0.09 |    438.84 |    0.18 | 1 | 1 package  | 10
5253 | Puddings Vanilla Dry Mix Regular         | Sweets           |    333.52 |    82.28 |     0.26 |     0.35 |    539.44 |    0.53 | 1 | 1 package  | 10
5256 | Pumpkin Pudding Puerto Rican Style       | Sweets           |    303.92 |    42.65 |     9.43 |    11.66 |    817.44 |    1.57 | 1 | 1 cup      | 10
5257 | Raisins Yogurt Covered                   | Sweets           |      3.93 |     0.73 |     0.04 |     0.12 |      0.43 |    0.02 | 1 | 1 piece    | 10
5258 | Reeses Bites                             | Sweets           |    203.19 |    21.52 |     4.42 |    11.64 |     69.81 |    1.21 | 1 | 16 pieces  | 10
5259 | Reeses Nutrageous Candy Bar              | Sweets           |    279.18 |    28.51 |     6.09 |    17.33 |     76.14 |    2.11 | 1 | 1 bar 1.92 | 10
5260 | Reeses Peanut Butter Cups                | Sweets           |     87.55 |     9.41 |     1.74 |     5.19 |     60.69 |    0.61 | 1 | 1 package  | 10
5261 | Reeses Pieces Candy                      | Sweets           |    233.59 |    28.13 |     5.86 |    11.64 |     91.18 |    1.41 | 1 | 1/4 cup    | 10
5262 | Rice Flour Cream Puerto Rican Style      | Sweets           |       390 |    69.78 |    10.03 |     8.05 |       965 |     0.5 | 1 | 1 cup      | 10
5263 | Rolo Caramels In Milk Chocolate          | Sweets           |    227.52 |    32.62 |     2.44 |    10.05 |     90.24 |    0.43 | 1 | 1 package  | 10
5264 | Semisweet Chocolate                      | Sweets           |      69.6 |     9.27 |     0.61 |     4.35 |      1.59 |    0.86 | 1 | 1 serving  | 10
5265 | Semisweet Chocolate Made With Butter     | Sweets           |     810.9 |   107.78 |     7.14 |    50.49 |      18.7 |   10.03 | 1 | 1 cup chip | 10
5266 | Sesame Crunch                            | Sweets           |    146.54 |    14.29 |     3.29 |     9.46 |     47.43 |    2.19 | 1 | 1 oz       | 10
5267 | Sherbet Orange                           | Sweets           |    106.56 |     22.5 |     0.81 |     1.48 |     34.04 |    0.96 | 1 | 1/2 cup (4 | 10
5270 | Soft Fruit And Nut Squares               | Sweets           |     163.8 |       31 |     0.97 |        4 |     55.02 |    1.01 | 1 | 3 pieces   | 10
5271 | Special Dark Chocolate Bar               | Sweets           |    227.96 |     24.8 |     2.27 |    13.28 |      2.46 |    2.67 | 1 | 1 bar 1.45 | 10
5272 | Spicy Rice Pudding Puerto Rican Style    | Sweets           |     328.8 |    74.14 |     3.14 |      2.4 |     532.8 |    0.72 | 1 | 1 cup      | 10
5276 | Sugar Cinnamon                           | Sweets           |       754 |   197.26 |     0.56 |     0.18 |         4 |     7.4 | 1 | 1 cup      | 10
5278 | Sugar Substitute Liquid Nfs              | Sweets           |       2.6 |     0.61 |     0.04 |        0 |      10.5 |    0.04 | 1 | 1 teaspoon | 10
5281 | Sugar Substitute Stevia Liquid           | Sweets           |       2.6 |     0.61 |     0.04 |        0 |      10.5 |    0.04 | 1 | 1 teaspoon | 10
5284 | Sugar-Coated Almonds                     | Sweets           |     16.27 |     2.39 |     0.35 |     0.63 |      0.46 |    0.09 | 1 | 1 piece    | 10
5288 | Sweet Chocolate                          | Sweets           |    143.99 |    17.15 |     1.11 |     9.71 |      4.54 |    1.56 | 1 | 1 oz       | 10
5289 | Sweet Chocolate Coated Fondant           | Sweets           |    157.38 |    34.57 |     0.95 |        4 |     11.18 |     0.9 | 1 | 1 patty, l | 10
5290 | Sweet Potato Paste                       | Sweets           |      58.8 |    15.06 |     0.08 |     0.01 |       1.8 |    0.16 | 1 | 1 tablespo | 10
5291 | Sweetener Syrup Agave                    | Sweets           |     21.39 |     5.27 |     0.01 |     0.03 |      0.28 |    0.01 | 1 | 1 tsp      | 10
5294 | Symphony Milk Chocolate Bar              | Sweets           |    223.02 |    24.36 |     3.57 |    12.84 |     42.42 |    0.71 | 1 | 1 bar 1.5  | 10
5296 | Syrup Dietetic                           | Sweets           |     124.8 |    29.11 |     1.92 |        0 |       504 |    1.68 | 1 | 1 cup      | 10
5300 | Syrups Chocolate Fudge-Type              | Sweets           |      1064 |   191.22 |    13.98 |    27.06 |   1051.84 |    8.51 | 1 | 1 cup      | 10
5308 | Syrups Sugar Free                        | Sweets           |     122.4 |    28.78 |     1.92 |        0 |       504 |    1.68 | 1 | 1 cup      | 10
5314 | Toffee Chocolate-Coated With Nuts        | Sweets           |     49.06 |     7.35 |     0.84 |        2 |     19.69 |     0.2 | 1 | 1 piece    | 10
5317 | Tootsie Roll Chocolate-Flavor Roll       | Sweets           |     154.8 |    35.09 |     0.64 |     1.32 |      17.6 |    0.04 | 1 | 1 serving  | 10
5318 | Topping Dietetic                         | Sweets           |    118.04 |    27.54 |     1.82 |        0 |     476.7 |    1.59 | 1 | 1 cup      | 10
5319 | Topping Milk Chocolate With Cereal       | Sweets           |    218.05 |    14.62 |     1.87 |     17.7 |        21 |    0.81 | 1 | 1 tub      | 10
5321 | Toppings Marshmallow Cream               | Sweets           |     91.45 |    22.44 |     0.23 |     0.09 |     22.72 |    0.03 | 1 | 1 oz       | 10
5322 | Toppings Nuts In Syrup                   | Sweets           |   1469.44 |    190.5 |    14.76 |    72.16 |    137.76 |    7.54 | 1 | 1 cup      | 10
5323 | Toppings Pineapple                       | Sweets           |     860.2 |   225.76 |     0.34 |     0.34 |     142.8 |    1.36 | 1 | 1 cup      | 10
5324 | Toppings Strawberry                      | Sweets           |    106.68 |    27.85 |     0.08 |     0.04 |      8.82 |    0.29 | 1 | 2 tbsp     | 10
5325 | Truffles                                 | Sweets           |     66.43 |     6.45 |     0.88 |     4.15 |     11.18 |    0.36 | 1 | 1 piece    | 10
5326 | Truffles Prepared-From-Recipe            | Sweets           |      61.2 |     5.39 |     0.75 |     4.05 |      8.16 |     0.3 | 1 | 1 piece    | 10
5327 | Twix Chocolate Fudge Cookie Bars         | Sweets           |     247.5 |     25.2 |     3.29 |    14.98 |     119.7 |    1.35 | 1 | 1 package  | 10
5328 | Twix Peanut Butter Cookie Bars           | Sweets           |    289.44 |    29.24 |     4.96 |    17.64 |    122.04 |    1.67 | 1 | 1 package  | 10
5329 | Twizzlers Cherry Bites                   | Sweets           |     135.2 |    31.75 |     1.19 |     0.68 |     104.4 |    0.04 | 1 | 18 pieces  | 10
5330 | Twizzlers Nibs Cherry Bits               | Sweets           |     138.8 |    31.75 |     0.92 |     1.06 |        78 |    0.24 | 1 | 27 pieces  | 10
5332 | Unsweetened Baking Chocolate             | Sweets           |    186.18 |     8.24 |     4.15 |    15.17 |      6.96 |    4.81 | 1 | 1 oz squar | 10
5334 | Whatchamacallit Candy Bar                | Sweets           |    237.12 |    30.35 |     3.86 |    11.37 |    143.52 |    0.91 | 1 | 1 bar 1.7  | 10
5335 | White Chocolate                          | Sweets           |    458.15 |    50.35 |     4.99 |    27.28 |      76.5 |    0.17 | 1 | 1 bar (3 o | 10
5336 | Yokan                                    | Sweets           |     36.68 |     8.56 |      0.8 |     0.04 |     33.32 |    0.56 | 1 | 1 oz       | 10
5337 | York Bites                               | Sweets           |    153.66 |    31.84 |     0.69 |     2.85 |     17.94 |    0.78 | 1 | 15 pieces  | 10
5338 | York Peppermint Pattie                   | Sweets           |    165.12 |    34.83 |     0.94 |     3.08 |     12.04 |    0.86 | 1 | 1 patty 1. | 10
5340 | Acorn Squash                             | Vegetables       |        56 |    14.59 |     1.12 |     0.14 |       4.2 |     2.1 | 1 | 1 cup, cub | 10
5341 | Alfalfa Sprouts                          | Vegetables       |      7.59 |     0.69 |     1.32 |     0.23 |      1.98 |    0.63 | 1 | 1 cup      | 10
5344 | Arrowroot                                | Vegetables       |        78 |    16.07 |     5.09 |     0.24 |      31.2 |    1.56 | 1 | 1 cup, sli | 10
5345 | Artichoke Salad In Oil                   | Vegetables       |     158.6 |    14.25 |     3.44 |    11.14 |      71.5 |    6.76 | 1 | 1 cup      | 10
5346 | Artichokes (Globe Or French)             | Vegetables       |     60.16 |    13.45 |     4.19 |     0.19 |    120.32 |    6.91 | 1 | 1 artichok | 10
5347 | Artichokes Stuffed                       | Vegetables       |    399.09 |    56.05 |    13.33 |    14.58 |   1016.55 |    9.79 | 1 | 1 stuffed  | 10
5348 | Arugula                                  | Vegetables       |       0.5 |     0.07 |     0.05 |     0.01 |      0.54 |    0.03 | 1 | 1 leaf     | 10
5349 | Asparagus                                | Vegetables       |      26.8 |      5.2 |     2.95 |     0.16 |      2.68 |    2.81 | 1 | 1 cup      | 10
5350 | Asparagus (Cooked)                       | Vegetables       |      19.8 |      3.7 |     2.16 |      0.2 |      12.6 |     1.8 | 1 | 1/2 cup    | 10
5351 | Asparagus Frozen Unprepared              | Vegetables       |     13.92 |     2.38 |     1.87 |     0.13 |      4.64 |     1.1 | 1 | 4 spears   | 10
5352 | Baby Carrots                             | Vegetables       |      5.25 |     1.24 |      0.1 |     0.02 |      11.7 |    0.43 | 1 | 1 large    | 10
5353 | Baked Acorn Squash                       | Vegetables       |     114.8 |    29.89 |      2.3 |     0.29 |       8.2 |    9.02 | 1 | 1 cup, cub | 10
5354 | Baked Potato (No Skin)                   | Vegetables       |     56.73 |    13.15 |      1.2 |     0.06 |      3.05 |    0.92 | 1 | 1/2 cup    | 10
5355 | Baked Potatoes                           | Vegetables       |    275.08 |    63.03 |     6.28 |     0.45 |     20.93 |    6.28 | 1 | 1 potato l | 10
5356 | Baked Potatoes (With Skin)               | Vegetables       |    137.64 |     31.3 |      3.7 |     0.19 |      14.8 |    3.26 | 1 | 1 nlea ser | 10
5357 | Baked Red Potatoes                       | Vegetables       |    260.13 |    58.57 |     6.88 |     0.45 |     35.88 |    5.38 | 1 | 1 potato l | 10
5358 | Baked Russet Potatoes                    | Vegetables       |    284.05 |    64.11 |     7.86 |     0.39 |     41.86 |    6.88 | 1 | 1 potato l | 10
5359 | Bamboo Shoots                            | Vegetables       |     40.77 |     7.85 |     3.93 |     0.45 |      6.04 |    3.32 | 1 | 1 cup (1/2 | 10
5360 | Bamboo Shoots (Canned)                   | Vegetables       |     24.89 |     4.22 |     2.25 |     0.52 |      9.17 |    1.83 | 1 | 1 cup (1/8 | 10
5361 | Bamboo Shoots (Cooked)                   | Vegetables       |      14.4 |      2.3 |     1.84 |     0.26 |       4.8 |     1.2 | 1 | 1 cup (1/2 | 10
5362 | Banana Peppers                           | Vegetables       |     33.48 |     6.63 |     2.06 |     0.56 |     16.12 |    4.22 | 1 | 1 cup      | 10
5363 | Beans Lima And Corn Cooked Made With Oil | Vegetables       |    222.61 |    38.06 |     8.21 |      6.8 |    520.08 |    7.88 | 1 | 1 cup      | 10
5365 | Beans Shellie Canned Solids And Liquids  | Vegetables       |      73.5 |    15.17 |     4.31 |     0.47 |     818.3 |    8.33 | 1 | 1 cup      | 10
5366 | Beans Snap Green Microwaved              | Vegetables       |     38.28 |     7.44 |     2.68 |     0.58 |      3.48 |    3.94 | 1 | 1 cup 1/2  | 10
5367 | Beet Greens (Raw)                        | Vegetables       |      8.36 |     1.65 |     0.84 |     0.05 |     85.88 |    1.41 | 1 | 1 cup      | 10
5368 | Beet Greens Cooked Made With Butter      | Vegetables       |     73.01 |     7.82 |     3.73 |      4.1 |    761.39 |    4.17 | 1 | 1 cup      | 10
5369 | Beet Greens Cooked Made With Margarine   | Vegetables       |     64.07 |     7.87 |      3.7 |     3.13 |    762.88 |    4.17 | 1 | 1 cup      | 10
5370 | Beet Greens Cooked Made With Oil         | Vegetables       |     78.97 |     7.84 |      3.7 |     4.81 |    731.59 |    4.17 | 1 | 1 cup      | 10
5371 | Beets (Raw)                              | Vegetables       |     58.48 |       13 |     2.19 |     0.23 |    106.08 |    3.81 | 1 | 1 cup      | 10
5372 | Beets Canned Drained Solids              | Vegetables       |     48.67 |    11.32 |     1.43 |     0.22 |    304.58 |    2.83 | 1 | 1 cup, dic | 10
5373 | Beets Canned Low Sodium Made With Butter | Vegetables       |     108.5 |     17.1 |     2.12 |     4.24 |      87.5 |    3.15 | 1 | 1 cup, nfs | 10
5374 | Beets Canned Low Sodium Made With Oil    | Vegetables       |     115.5 |     17.1 |     2.08 |     4.99 |     54.25 |    3.15 | 1 | 1 cup, nfs | 10
5375 | Beets Cooked Boiled. Drained With Salt   | Vegetables       |      37.4 |     8.47 |     1.43 |     0.15 |    242.25 |     1.7 | 1 | 1/2 cup sl | 10
5376 | Beets Cooked From Canned Made With Oil   | Vegetables       |     89.04 |    11.73 |     1.48 |     4.57 |    687.12 |    2.86 | 1 | 1 cup, who | 10
5377 | Beets Cooked From Fresh Made With Butter | Vegetables       |    104.16 |     16.2 |     2.77 |     3.96 |    524.16 |    3.19 | 1 | 1 cup, who | 10
5378 | Beets Cooked From Fresh Made With Oil    | Vegetables       |    110.88 |    16.21 |     2.74 |     4.64 |     495.6 |    3.19 | 1 | 1 cup, who | 10
5379 | Beets Cooked From Frozen Made With Oil   | Vegetables       |    110.88 |    16.21 |     2.74 |     4.64 |     495.6 |    3.19 | 1 | 1 cup, who | 10
5380 | Beets Cooked Ns As To Form Made With Oil | Vegetables       |     115.5 |    16.89 |     2.85 |     4.83 |    516.25 |    3.33 | 1 | 1 cup, sli | 10
5381 | Beets Harvard Canned Solids And Liquids  | Vegetables       |    179.58 |    44.72 |     2.07 |     0.15 |    398.52 |    6.15 | 1 | 1 cup slic | 10
5382 | Beets With Harvard Sauce                 | Vegetables       |    191.88 |    46.67 |     3.03 |     0.32 |    573.18 |    3.44 | 1 | 1 cup      | 10
5383 | Bitter Melon                             | Vegetables       |     15.81 |     3.44 |     0.93 |     0.16 |      4.65 |     2.6 | 1 | 1 cup (1/2 | 10
5384 | Bitter Melon (Cooked)                    | Vegetables       |     23.56 |     5.36 |     1.04 |     0.22 |      7.44 |    2.48 | 1 | 1 cup (1/2 | 10
5385 | Bitter Melon Cooked Fat Added In Cooking | Vegetables       |     63.21 |     5.34 |     1.03 |     4.75 |    393.45 |    2.45 | 1 | 1 cup      | 10
5386 | Boiled Potatoes                          | Vegetables       |     67.86 |     15.7 |     1.46 |     0.08 |      3.12 |     1.4 | 1 | 1/2 cup    | 10
5387 | Boiled Sweet Potatoes                    | Vegetables       |    249.28 |    58.12 |     4.49 |     0.46 |     88.56 |     8.2 | 1 | 1 cup, mas | 10
5388 | Bok Choy                                 | Vegetables       |       9.1 |     1.53 |     1.05 |     0.14 |      45.5 |     0.7 | 1 | 1 cup, shr | 10
5390 | Breadfruit Cooked Fat Added In Cooking   | Vegetables       |    336.67 |    73.81 |     2.96 |     6.94 |     693.9 |   13.36 | 1 | 1 cup      | 10
5391 | Breadfruit Fried                         | Vegetables       |     268.6 |    55.52 |     2.19 |     7.02 |     479.4 |   10.03 | 1 | 1 cup      | 10
5392 | Broadbeans Immature Seeds Raw            | Vegetables       |     78.48 |    12.75 |      6.1 |     0.65 |      54.5 |    4.58 | 1 | 1 cup      | 10
5393 | Broccoflower Cooked Made With Butter     | Vegetables       |     46.11 |     5.26 |     2.58 |     2.44 |    231.42 |    2.78 | 1 | 1 cup, fre | 10
5394 | Broccoflower Cooked Made With Margarine  | Vegetables       |     40.89 |     5.29 |     2.55 |     1.86 |    232.29 |    2.78 | 1 | 1 cup, fre | 10
5395 | Broccoflower Cooked Made With Oil        | Vegetables       |     50.46 |     5.26 |     2.55 |     2.94 |    214.02 |    2.78 | 1 | 1 cup, fre | 10
5396 | Broccoli                                 | Vegetables       |     30.94 |     6.04 |     2.57 |     0.34 |     30.03 |    2.37 | 1 | 1 cup chop | 10
5397 | Broccoli (Cooked)                        | Vegetables       |      27.3 |      5.6 |     1.86 |     0.32 |     31.98 |    2.57 | 1 | 1/2 cup, c | 10
5398 | Broccoli Batter-Dipped And Fried         | Vegetables       |     125.8 |     9.81 |     3.25 |     8.81 |       136 |    1.87 | 1 | 1 cup      | 10
5399 | Broccoli Casserole With Noodles          | Vegetables       |    234.84 |    34.31 |     9.37 |     7.48 |    248.52 |    5.02 | 1 | 1 cup      | 10
5400 | Broccoli Casserole With Rice             | Vegetables       |    241.68 |    34.45 |     9.39 |     7.96 |    424.08 |    4.33 | 1 | 1 cup      | 10
